,labels,NOS,R1,FA,yeo,economo,color_yeo,color_ve,color1,color2,color3,color4,color5,color6,color7,color1_ve,color2_ve,color3_ve,color4_ve,color5_ve,color6_ve,color7_ve
107,rostralmiddlefrontal_3_L,595,1.16592398,0.40353479,fp,asc2,#d62728,#2ca02c,"rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
108,parsopercularis_1_R,593.5,1.15170139,0.42685304,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
109,lingual_1_L,593.5,1.12772303,0.39827912,va,asc1,#ff7f0e,#ff7f0e,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
110,lateralorbitofrontal_2_R,592,1.11875655,0.38789434,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
111,medialorbitofrontal_1_R,590,1.14103453,0.42591573,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
112,rostralmiddlefrontal_5 _R,586,1.15616708,0.39314514,fp,asc2,#d62728,#2ca02c,"rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
113,precuneus_2_L,585,1.15801093,0.44607199,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
114,lateraloccipital_3_R,585,1.15698507,0.35949723,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
115,postcentral_4_L,584,1.10408324,0.41106983,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
116,postcentral_3_L,575.5,1.11841811,0.40030039,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
117,precentral_1_L,569.5,1.12317379,0.48183509,sm,pm,#1f77b4,#1f77b4,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)"
118,posteriorcingulate_2_R,564,1.15623144,0.42528901,va,lim,#ff7f0e,#8c564b,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
119,superiorfrontal_4_L,563,1.15482501,0.45464763,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
120,caudalanteriorcingulate_1_R,562,1.13303653,0.42056307,va,lim,#ff7f0e,#8c564b,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
121,fusiform_4_L,551.5,1.13483781,0.43284576,vis,lim,#2ca02c,#8c564b,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
122,caudalanteriorcingulate_1_L,551.5,1.12405917,0.42149176,va,asc1,#ff7f0e,#ff7f0e,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
123,fusiform_2_L,551,1.14184332,0.38525191,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
124,pericalcarine_1_R,544,1.13457765,0.38293242,vis,ps,#2ca02c,#9467bd,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
125,fusiform_2_R,537.5,1.17439895,0.37263486,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
126,precentral_1_R,534,1.14323869,0.42110269,sm,pm,#1f77b4,#1f77b4,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)"
127,supramarginal_4_R,531,1.14736172,0.36603971,va,asc2,#ff7f0e,#2ca02c,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
128,lateraloccipital_3_L,529,1.14020491,0.3774293,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
129,superiorparietal_3_R,526,1.18642675,0.43409549,da,asc1,#e377c2,#ff7f0e,"rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
130,precuneus_4_R,524,1.17751237,0.4590447,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
131,lingual_1_R,521.5,1.15579823,0.37019401,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
132,postcentral_7_L,520.5,1.12540779,0.37327419,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
133,fusiform_1_R,520,1.1691619,0.34769522,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
134,postcentral_1_L,517.5,1.141686,0.47087571,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
135,fusiform_1_L,515.5,1.13122178,0.34963292,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
136,superiorparietal_6_R,513.5,1.1832551,0.40556838,da,asc1,#e377c2,#ff7f0e,"rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
137,parsorbitalis_1_R,512.5,1.14404038,0.38672418,dmn,pss,#9467bd,#d62728,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
138,precuneus_3_L,506.5,1.16370884,0.46374493,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
139,superiortemporal_5_L,501.5,1.11135013,0.4596908,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
140,fusiform_4_R,500,1.16894616,0.40645676,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
141,middletemporal_2_L,495.5,1.17035314,0.45461105,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
142,middletemporal_4_R,489,1.16885257,0.41759972,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
143,rostralmiddlefrontal_6_L,485,1.17903179,0.40397749,fp,asc2,#d62728,#2ca02c,"rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
144,cuneus_1_R,481.5,1.15410335,0.38543692,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
145,inferiorparietal_3_L,481,1.14867184,0.40587203,dmn,asc2,#9467bd,#2ca02c,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
146,lateralorbitofrontal_2_L,478,1.12837932,0.38516694,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
147,medialorbitofrontal_1_L,468,1.15228688,0.42814361,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
148,superiorparietal_1_L,466.5,1.16181001,0.51192899,da,asc1,#e377c2,#ff7f0e,"rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
149,inferiortemporal_3_L,463.5,1.12694042,0.41518689,lim,asc1,#8c564b,#ff7f0e,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
150,paracentral_1_R,452,1.14627292,0.46229125,sm,pm,#1f77b4,#1f77b4,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)"
151,rostralmiddlefrontal_6_R,451,1.15557603,0.38230397,fp,asc2,#d62728,#2ca02c,"rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
152,superiortemporal_1_L,450.5,1.15113884,0.40836503,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
153,precuneus_1_L,448.5,1.16877606,0.50295654,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
154,precuneus_5_L,442.5,1.13045906,0.39570302,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
155,postcentral_2_R,442,1.14496349,0.39419567,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
156,lateralorbitofrontal_4_L,439,1.16620957,0.41169347,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
157,superiortemporal_3_R,432,1.15778882,0.38670591,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
158,superiorparietal_6_L,429.5,1.13243551,0.38101755,da,asc1,#e377c2,#ff7f0e,"rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
159,lateraloccipital_2_L,426,1.11668654,0.37404023,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
160,posteriorcingulate_2_L,425,1.12638331,0.39814242,va,lim,#ff7f0e,#8c564b,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
